Order ID,First Name,Last Name,Gender,City,Order Date,Order Time,Order Type,Category,Subcategory,Price,Quantity,Total Price,Customer Review,Weather,Payment Method
1833,Henry,Martin,Female,Burnley,2022-09-21,11:18,Eat-in,Temaki,Crab Stick,4.68,1,4.68,Good,Windy,Credit Card
1834,Emma,Lee,Female,Bolton,2022-08-14,13:56,Eat-in,Temaki,Shrimp Tempura,6.88,2,13.76,Excellent,Sunny,Cash
1835,Olivia,Davis,Female,Salford,2021-10-25,12:17,Takeaway,Ramen,Vegetable Ramen,11.47,3,34.41,Excellent,Sunny,Mobile Payment
1836,Isabella,Thomas,Female,Blackpool,2022-02-09,14:55,Eat-in,Street food,Chawanmushi,1.54,1,1.54,Good,Sunny,Cash
1837,Henry,Davis,Female,Bolton,2023-12-09,14:19,Eat-in,Street food,Okonomiyaki,2.35,3,7.05,Good,Windy,Mobile Payment
1838,Lucas,Taylor,Male,Preston,2024-04-28,15:50,Eat-in,Temaki,Vegetable,3.65,3,10.95,Excellent,Windy,Credit Card
1839,Emma,Johnson,Female,Blackpool,2023-01-19,11:40,Eat-in,Maki,Rainbow Roll,4.13,3,12.39,Excellent,Sunny,Credit Card
1840,Jack,Lopez,Female,Lancaster,2023-05-06,15:07,Eat-in,Temaki,Crab Stick,5.9,1,5.9,Good,Sunny,Credit Card
1841,Harper,Martin,Female,Burnley,2022-04-22,15:37,Eat-in,Maki,Tempura Roll,5.46,5,27.3,Good,Windy,Debit Card
1842,Mia,Moore,Female,Burnley,2022-04-08,16:52,Eat-in,Sashimi,Salmon Sashimi,6.74,2,13.48,Excellent,Sunny,Debit Card
1843,Charlotte,Johnson,Female,Burnley,2022-02-28,13:18,Takeaway,Maki,Hoso Maki,4.78,3,14.34,Excellent,Rainy,Cash
1844,Amelia,Davis,Female,Bolton,2024-07-02,13:52,Eat-in,Nigiri,Mackerel,3.95,1,3.95,Excellent,Sunny,Credit Card
1845,Lucas,Johnson,Male,Barrow-in-Furness,2023-12-02,13:09,Takeaway,Ramen,Curry Ramen,11.68,4,46.72,Excellent,Sunny,Debit Card
1846,Oliver,Gonzalez,Male,Blackpool,2022-09-26,16:31,Takeaway,Nigiri,Yellowtail,5.38,3,16.14,Poor,Sunny,Debit Card
1847,Evelyn,Lee,Male,Preston,2023-08-04,14:31,Takeaway,Maki,Uramaki,6.3,4,25.2,Excellent,Sunny,Mobile Payment
1848,Sophia,Martinez,Female,Lancaster,2023-07-04,15:08,Takeaway,Nigiri,Crab,5.49,3,16.47,Good,Windy,Credit Card
1849,Sophia,Smith,Male,Lancaster,2022-02-11,11:09,Eat-in,Street food,Okonomiyaki,2.85,3,8.55,Good,Sunny,Credit Card
1850,Ava,Hernandez,Female,Burnley,2023-07-01,17:32,Eat-in,Street food,Takoyaki,1.65,3,4.95,Good,Sunny,Cash
1851,Olivia,Miller,Female,Oldham,2023-09-17,14:34,Eat-in,Nigiri,Salmon,5.9,4,23.6,Good,Sunny,Credit Card
1852,Mason,Brown,Female,Rochdale,2022-09-24,14:33,Takeaway,Maki,Philadelphia Roll,6.22,1,6.22,Poor,Windy,Debit Card
1853,James,Lopez,Male,Rochdale,2022-03-13,14:33,Eat-in,Temaki,Yellowtail Scallion,5.86,2,11.72,Good,Windy,Mobile Payment
1854,Isabella,Hernandez,Female,Manchester,2021-04-12,14:01,Eat-in,Sashimi,Sea Urchin Sashimi,5.85,1,5.85,Poor,Sunny,Debit Card
1855,Henry,Thomas,Male,Rochdale,2023-10-21,18:23,Eat-in,Maki,Futomaki,3.64,5,18.2,Excellent,Sunny,Cash
1856,James,Taylor,Female,Lancaster,2024-07-17,14:26,Eat-in,Nigiri,Sea Urchin,3.35,4,13.4,Good,Sunny,Credit Card
1857,Benjamin,Johnson,Female,Salford,2023-07-07,18:15,Takeaway,Nigiri,Yellowtail,5.66,4,22.64,Excellent,Rainy,Cash
1858,Olivia,Jones,Female,Bolton,2022-04-08,16:45,Eat-in,Sashimi,Tuna Sashimi,3.8,4,15.2,Excellent,Sunny,Cash
1859,Mia,Anderson,Female,Barrow-in-Furness,2022-11-05,11:06,Eat-in,Ramen,Shoyu Ramen,11.72,3,35.16,Excellent,Sunny,Cash
1860,Jack,Hernandez,Female,Lancaster,2022-12-24,11:36,Eat-in,Street food,Onigiri,3.49,4,13.96,Excellent,Sunny,Credit Card
1861,Lucas,Jones,Female,Preston,2022-01-07,16:49,Eat-in,Street food,Karaage,3.85,1,3.85,Excellent,Sunny,Credit Card
1862,Mia,Lee,Female,Burnley,2024-08-23,18:17,Eat-in,Street food,Okonomiyaki,3.75,3,11.25,Poor,Sunny,Credit Card
1863,Mason,Lee,Female,Burnley,2022-09-20,16:10,Eat-in,Sashimi,Yellowtail Sashimi,4.31,4,17.24,Excellent,Sunny,Credit Card
1864,Sophia,Davis,Male,Barrow-in-Furness,2020-07-24,14:54,Takeaway,Nigiri,Salmon,2.32,3,6.96,Excellent,Windy,Debit Card
1865,Isabella,Moore,Male,Blackpool,2023-09-29,17:21,Eat-in,Temaki,Eel Cucumber,5.84,1,5.84,Good,Sunny,Cash
1866,Mason,Jackson,Female,Barrow-in-Furness,2022-10-02,15:24,Takeaway,Temaki,Spicy Tuna,3.56,4,14.24,Good,Rainy,Debit Card
1867,Evelyn,Hernandez,Female,Lancaster,2021-05-23,14:16,Eat-in,Temaki,California Roll,3.28,4,13.12,Excellent,Sunny,Credit Card
1868,Amelia,Williams,Male,Preston,2024-01-23,13:43,Eat-in,Street food,Onigiri,4.72,1,4.72,Good,Sunny,Credit Card
1869,Emma,Wilson,Female,Barrow-in-Furness,2022-02-28,14:53,Eat-in,Nigiri,Mackerel,5.22,5,26.1,Excellent,Sunny,Mobile Payment
1870,Henry,Jones,Male,Oldham,2022-09-22,16:18,Eat-in,Nigiri,Salmon,2.31,1,2.31,Excellent,Sunny,Cash
1871,Ethan,Brown,Female,Bolton,2024-12-23,13:20,Eat-in,Temaki,Spicy Salmon,5.67,3,17.01,Excellent,Sunny,Credit Card
1872,Emma,Martin,Female,Lancaster,2023-07-15,12:42,Takeaway,Temaki,Crab Stick,3.28,2,6.56,Excellent,Rainy,Credit Card
1873,James,Martinez,Female,Blackpool,2024-03-15,14:30,Eat-in,Nigiri,Shrimp,3.07,2,6.14,Excellent,Rainy,Credit Card
1874,Harper,Lee,Female,Salford,2024-09-15,11:14,Eat-in,Nigiri,Crab,3.57,5,17.85,Excellent,Sunny,Debit Card
1875,Evelyn,Williams,Female,Bury,2020-03-14,16:28,Eat-in,Nigiri,Crab,4.23,3,12.69,Excellent,Rainy,Credit Card
1876,Olivia,Williams,Female,Rochdale,2023-11-11,13:50,Eat-in,Maki,Futomaki,2.65,3,7.95,Excellent,Sunny,Credit Card
1877,Mason,Wilson,Female,Barrow-in-Furness,2024-07-25,15:37,Takeaway,Street food,Karaage,2.38,1,2.38,Excellent,Rainy,Credit Card
1878,Isabella,Smith,Male,Oldham,2023-01-25,12:31,Takeaway,Sashimi,Scallop Sashimi,4.25,3,12.75,Excellent,Rainy,Debit Card
1879,Olivia,Thomas,Female,Preston,2024-02-15,12:45,Takeaway,Nigiri,Sweet Egg,3.11,1,3.11,Excellent,Sunny,Credit Card
1880,Ava,Gonzalez,Female,Salford,2022-05-08,13:42,Eat-in,Maki,Dragon Roll,5.42,3,16.26,Excellent,Sunny,Credit Card
1881,Isabella,Taylor,Female,Lancaster,2023-12-08,14:58,Eat-in,Nigiri,Eel,4.78,5,23.9,Excellent,Sunny,Credit Card
1882,Oliver,Miller,Female,Preston,2024-10-16,15:29,Eat-in,Temaki,California Roll,5.27,3,15.81,Good,Windy,Cash
1883,Mason,Taylor,Female,Blackpool,2024-04-26,15:35,Takeaway,Street food,Edamame,2.65,2,5.3,Good,Sunny,Credit Card
1884,James,Jackson,Female,Preston,2022-02-08,13:12,Takeaway,Temaki,Yellowtail Scallion,4.56,1,4.56,Excellent,Sunny,Credit Card
1885,Isabella,Taylor,Male,Bolton,2022-03-04,17:07,Eat-in,Maki,Hoso Maki,5.29,5,26.45,Excellent,Sunny,Debit Card
1886,Harper,Wilson,Female,Burnley,2023-09-23,15:00,Eat-in,Maki,Dragon Roll,5.01,3,15.03,Excellent,Sunny,Debit Card
1887,Henry,Davis,Female,Blackpool,2022-02-24,14:25,Eat-in,Ramen,Seafood Ramen,6.91,3,20.73,Excellent,Rainy,Debit Card
1888,Jack,Smith,Female,Blackpool,2022-01-01,11:05,Takeaway,Nigiri,Octopus,5.0,1,5.0,Good,Sunny,Credit Card
1889,Alexander,Thomas,Female,Barrow-in-Furness,2023-12-20,15:05,Eat-in,Nigiri,Mackerel,2.0,5,10.0,Excellent,Windy,Cash
1890,Evelyn,Wilson,Male,Salford,2020-11-22,18:58,Eat-in,Street food,Onigiri,3.17,2,6.34,Good,Sunny,Cash
1891,Harper,Moore,Female,Manchester,2024-08-31,15:40,Takeaway,Maki,Cucumber Roll,5.4,1,5.4,Good,Sunny,Cash
1892,Mason,Jackson,Female,Blackpool,2020-04-25,12:46,Takeaway,Maki,Hoso Maki,4.04,2,8.08,Good,Sunny,Credit Card
1893,Isabella,Anderson,Female,Bury,2022-06-30,15:37,Eat-in,Temaki,Eel Cucumber,3.06,2,6.12,Excellent,Windy,Debit Card
1894,Alexander,Davis,Female,Bolton,2021-09-05,17:40,Takeaway,Temaki,Yellowtail Scallion,3.7,5,18.5,Excellent,Sunny,Debit Card
1895,Henry,Martin,Female,Blackpool,2024-06-06,17:26,Takeaway,Maki,Futomaki,4.58,2,9.16,Good,Windy,Credit Card
1896,Ethan,Anderson,Female,Preston,2020-04-08,11:16,Eat-in,Ramen,Vegetarian Ramen,7.92,4,31.68,Excellent,Rainy,Credit Card
1897,Oliver,Lee,Female,Lancaster,2023-07-23,17:49,Eat-in,Temaki,Yellowtail Scallion,3.21,3,9.63,Excellent,Windy,Cash
1898,Harper,Wilson,Male,Oldham,2021-07-06,17:25,Eat-in,Nigiri,Salmon,2.76,5,13.8,Excellent,Sunny,Cash
1899,Henry,Lopez,Female,Salford,2023-08-15,16:46,Eat-in,Street food,Karaage,4.41,4,17.64,Good,Sunny,Credit Card
1900,Alexander,Jones,Female,Oldham,2022-02-03,12:43,Eat-in,Temaki,Tuna Avocado,4.82,2,9.64,Good,Sunny,Mobile Payment
1901,James,Thomas,Male,Preston,2021-06-18,13:54,Eat-in,Sashimi,Tuna Sashimi,3.06,1,3.06,Excellent,Rainy,Cash
1902,Mason,Jones,Female,Blackpool,2023-11-18,13:29,Eat-in,Sashimi,Squid Sashimi,3.16,4,12.64,Good,Sunny,Credit Card
1903,Mia,Thomas,Female,Bury,2024-05-18,14:11,Eat-in,Sashimi,Tuna Sashimi,5.47,1,5.47,Excellent,Sunny,Credit Card
1904,Ava,Anderson,Female,Blackpool,2022-12-14,16:13,Eat-in,Maki,Hoso Maki,5.0,3,15.0,Excellent,Sunny,Debit Card
1905,Emma,Gonzalez,Male,Lancaster,2022-10-10,15:49,Eat-in,Sashimi,Tuna Sashimi,6.51,2,13.02,Good,Sunny,Credit Card
1906,Elijah,Jones,Female,Bolton,2020-12-21,14:00,Eat-in,Sashimi,Scallop Sashimi,5.73,3,17.19,Excellent,Sunny,Debit Card
1907,Alexander,Brown,Male,Salford,2021-09-01,16:07,Takeaway,Ramen,Spicy Miso Ramen,6.74,4,26.96,Good,Rainy,Credit Card
1908,Evelyn,Smith,Female,Lancaster,2022-05-30,13:01,Eat-in,Temaki,Salmon Avocado,5.32,1,5.32,Excellent,Sunny,Credit Card
1909,Jack,Jackson,Female,Bolton,2023-02-16,14:09,Eat-in,Temaki,Spicy Salmon,3.68,1,3.68,Excellent,Sunny,Cash
1910,Emma,Lopez,Male,Manchester,2023-07-20,15:45,Eat-in,Ramen,Curry Ramen,7.17,3,21.51,Good,Windy,Credit Card
1911,Amelia,Garcia,Female,Rochdale,2024-06-17,16:12,Takeaway,Ramen,Spicy Miso Ramen,7.82,3,23.46,Poor,Windy,Mobile Payment
1912,Evelyn,Taylor,Male,Blackpool,2024-12-28,15:38,Eat-in,Nigiri,Tuna,5.66,2,11.32,Good,Sunny,Debit Card
1913,Mia,Thomas,Female,Rochdale,2023-03-13,11:05,Takeaway,Maki,California Roll,2.57,2,5.14,Excellent,Rainy,Credit Card
1914,Ethan,Moore,Female,Salford,2022-09-14,12:56,Takeaway,Maki,Rainbow Roll,3.02,5,15.1,Poor,Sunny,Mobile Payment
1915,Jack,Hernandez,Female,Bolton,2023-03-02,14:50,Eat-in,Temaki,Eel Cucumber,4.78,5,23.9,Good,Rainy,Cash
1916,Charlotte,Thomas,Male,Rochdale,2021-12-10,16:29,Eat-in,Sashimi,Yellowtail Sashimi,4.0,1,4.0,Excellent,Sunny,Credit Card
1917,Oliver,Moore,Female,Lancaster,2023-02-12,15:10,Eat-in,Sashimi,Salmon Sashimi,5.84,5,29.2,Good,Sunny,Mobile Payment
1918,Charlotte,Martinez,Female,Manchester,2023-03-22,14:36,Takeaway,Street food,Korokke,2.3,4,9.2,Excellent,Rainy,Debit Card
1919,Amelia,Martin,Female,Manchester,2022-10-05,14:40,Takeaway,Maki,Dragon Roll,6.24,2,12.48,Excellent,Windy,Debit Card
1920,Mason,Gonzalez,Male,Blackpool,2022-12-21,18:35,Takeaway,Street food,Edamame,3.78,5,18.9,Good,Sunny,Credit Card
1921,Alexander,Thomas,Female,Burnley,2020-10-01,15:30,Eat-in,Street food,Karaage,3.54,5,17.7,Good,Rainy,Debit Card
1922,Evelyn,Martinez,Female,Manchester,2024-11-09,16:19,Eat-in,Nigiri,Shrimp,4.33,2,8.66,Good,Sunny,Debit Card
1923,Jack,Hernandez,Female,Barrow-in-Furness,2023-06-19,12:25,Eat-in,Ramen,Tonkotsu Ramen,8.05,5,40.25,Excellent,Windy,Credit Card
1924,Alexander,Johnson,Female,Salford,2023-10-31,14:32,Takeaway,Temaki,Crab Stick,3.89,4,15.56,Excellent,Windy,Debit Card
1925,Ava,Wilson,Female,Barrow-in-Furness,2024-04-10,15:31,Takeaway,Ramen,Tonkotsu Ramen,11.98,1,11.98,Good,Rainy,Credit Card
1926,James,Brown,Male,Manchester,2023-04-11,15:41,Eat-in,Temaki,Crab Stick,3.87,5,19.35,Excellent,Sunny,Debit Card
1927,Mason,Lopez,Female,Burnley,2024-07-19,15:21,Eat-in,Street food,Edamame,4.18,2,8.36,Excellent,Windy,Mobile Payment
1928,James,Lopez,Female,Oldham,2021-12-22,15:51,Eat-in,Street food,Gyoza,2.42,1,2.42,Excellent,Rainy,Credit Card
1929,Lucas,Taylor,Female,Bury,2023-06-29,11:15,Eat-in,Maki,Uramaki,5.28,1,5.28,Poor,Sunny,Cash
1930,Isabella,Taylor,Female,Burnley,2022-05-09,17:50,Eat-in,Maki,Spicy Tuna Roll,5.7,1,5.7,Good,Sunny,Credit Card
1931,Henry,Williams,Male,Blackpool,2022-12-25,16:53,Eat-in,Nigiri,Shrimp,3.62,2,7.24,Excellent,Sunny,Mobile Payment
1932,Amelia,Smith,Female,Barrow-in-Furness,2022-09-23,14:42,Eat-in,Maki,Uramaki,3.8,3,11.4,Excellent,Sunny,Mobile Payment
1933,Charlotte,Lopez,Female,Oldham,2022-09-20,16:19,Takeaway,Sashimi,Salmon Sashimi,3.55,4,14.2,Good,Sunny,Debit Card
1934,Olivia,Martinez,Female,Bury,2020-09-06,15:52,Eat-in,Street food,Edamame,3.81,2,7.62,Poor,Sunny,Mobile Payment
1935,Emma,Garcia,Male,Blackpool,2021-10-15,14:21,Eat-in,Temaki,Spicy Tuna,6.09,1,6.09,Excellent,Rainy,Credit Card
1936,Ava,Lopez,Female,Blackpool,2020-04-19,16:16,Eat-in,Nigiri,Shrimp,4.4,2,8.8,Poor,Sunny,Debit Card
1937,Ethan,Miller,Female,Manchester,2023-10-24,15:53,Eat-in,Street food,Karaage,4.72,5,23.6,Excellent,Sunny,Credit Card
1938,Emma,Taylor,Female,Blackpool,2024-01-28,11:35,Eat-in,Sashimi,Mackerel Sashimi,5.61,4,22.44,Good,Sunny,Debit Card
1939,Jack,Hernandez,Female,Bolton,2022-09-18,17:50,Eat-in,Street food,Miso Soup,1.72,2,3.44,Excellent,Windy,Credit Card
1940,Emma,Williams,Male,Blackpool,2022-10-18,11:18,Eat-in,Ramen,Spicy Miso Ramen,9.02,3,27.06,Excellent,Rainy,Credit Card
1941,Emma,Martin,Female,Lancaster,2023-05-15,13:40,Eat-in,Maki,Hoso Maki,4.34,4,17.36,Excellent,Windy,Credit Card
1942,Ethan,Jackson,Female,Oldham,2020-12-23,15:26,Eat-in,Temaki,Eel Cucumber,6.47,4,25.88,Excellent,Rainy,Credit Card
1943,Henry,Thomas,Male,Blackpool,2022-03-13,14:50,Eat-in,Street food,Yakitori,2.01,4,8.04,Good,Sunny,Debit Card
1944,James,Martinez,Female,Lancaster,2020-04-28,14:41,Eat-in,Temaki,Spicy Tuna,4.55,4,18.2,Excellent,Sunny,Credit Card
1945,James,Wilson,Female,Oldham,2024-10-27,14:04,Eat-in,Street food,Okonomiyaki,4.64,2,9.28,Good,Rainy,Cash
1946,Oliver,Davis,Male,Manchester,2023-02-27,14:01,Eat-in,Street food,Takoyaki,3.66,3,10.98,Excellent,Sunny,Cash
1947,Isabella,Taylor,Female,Rochdale,2023-11-13,14:57,Eat-in,Sashimi,Tuna Sashimi,4.87,1,4.87,Good,Sunny,Debit Card
1948,Olivia,Hernandez,Female,Bury,2024-10-12,15:38,Eat-in,Ramen,Miso Ramen,11.47,4,45.88,Excellent,Sunny,Mobile Payment
1949,Ava,Johnson,Male,Salford,2024-01-22,14:52,Eat-in,Street food,Yakitori,1.6,2,3.2,Excellent,Sunny,Credit Card
1950,Evelyn,Martin,Female,Manchester,2023-11-08,15:39,Eat-in,Nigiri,Tuna,4.7,5,23.5,Poor,Sunny,Mobile Payment
1951,Henry,Taylor,Female,Oldham,2023-11-22,16:21,Eat-in,Street food,Gyoza,3.58,4,14.32,Good,Sunny,Debit Card
1952,Oliver,Jones,Female,Manchester,2023-12-09,15:10,Eat-in,Nigiri,Shrimp,2.45,2,4.9,Excellent,Sunny,Debit Card
1953,Oliver,Williams,Male,Burnley,2021-10-25,13:28,Takeaway,Temaki,Vegetable,6.09,5,30.45,Excellent,Sunny,Debit Card
1954,James,Smith,Male,Bolton,2022-02-26,16:19,Eat-in,Nigiri,Scallop,4.08,5,20.4,Good,Sunny,Cash
1955,Harper,Martin,Female,Rochdale,2020-06-17,14:18,Eat-in,Ramen,Shio Ramen,7.53,3,22.59,Excellent,Windy,Credit Card
1956,Charlotte,Garcia,Female,Burnley,2022-08-24,15:06,Takeaway,Nigiri,Crab,2.23,5,11.15,Excellent,Windy,Cash
1957,Ethan,Martinez,Female,Bury,2024-10-18,15:46,Eat-in,Sashimi,Squid Sashimi,3.31,3,9.93,Good,Sunny,Credit Card
1958,Charlotte,Johnson,Male,Oldham,2023-04-21,13:59,Takeaway,Nigiri,Sea Urchin,2.16,2,4.32,Excellent,Rainy,Credit Card
1959,Oliver,Lee,Male,Oldham,2023-03-01,14:21,Eat-in,Sashimi,Crab Sashimi,5.07,4,20.28,Poor,Sunny,Cash
1960,Henry,Jones,Male,Barrow-in-Furness,2022-11-09,15:34,Eat-in,Maki,Uramaki,3.68,5,18.4,Excellent,Sunny,Cash
1961,Ethan,Martinez,Female,Blackpool,2020-07-03,14:31,Eat-in,Nigiri,Mackerel,3.38,2,6.76,Good,Rainy,Credit Card
1962,Benjamin,Lee,Male,Rochdale,2023-08-19,18:33,Eat-in,Temaki,Salmon Avocado,4.12,5,20.6,Excellent,Sunny,Credit Card
1963,Ava,Davis,Female,Preston,2024-03-24,17:44,Takeaway,Temaki,Tuna Avocado,6.67,3,20.01,Poor,Sunny,Debit Card
1964,Jack,Williams,Male,Salford,2021-07-29,13:38,Eat-in,Sashimi,Crab Sashimi,6.37,5,31.85,Excellent,Sunny,Debit Card
1965,Benjamin,Gonzalez,Female,Preston,2024-07-18,16:08,Eat-in,Ramen,Cold Ramen,11.21,1,11.21,Poor,Rainy,Cash
1966,Benjamin,Lopez,Female,Rochdale,2020-06-08,12:02,Eat-in,Sashimi,Yellowtail Sashimi,6.7,2,13.4,Excellent,Sunny,Credit Card
1967,Mia,Taylor,Female,Bury,2023-03-10,13:55,Takeaway,Temaki,California Roll,3.25,1,3.25,Excellent,Sunny,Credit Card
1968,Emma,Taylor,Female,Blackpool,2023-08-18,16:03,Takeaway,Temaki,Spicy Tuna,5.79,3,17.37,Excellent,Rainy,Credit Card
1969,James,Wilson,Female,Bury,2022-05-03,14:01,Eat-in,Street food,Korokke,2.12,2,4.24,Excellent,Sunny,Debit Card
1970,Ethan,Wilson,Female,Lancaster,2024-06-27,18:17,Eat-in,Ramen,Seafood Ramen,10.57,2,21.14,Excellent,Rainy,Mobile Payment
1971,Ethan,Hernandez,Female,Lancaster,2022-01-08,12:14,Takeaway,Sashimi,Squid Sashimi,5.16,4,20.64,Excellent,Windy,Debit Card
1972,Charlotte,Garcia,Male,Burnley,2024-07-17,14:18,Eat-in,Temaki,Yellowtail Scallion,6.0,5,30.0,Excellent,Sunny,Credit Card
1973,Jack,Garcia,Female,Rochdale,2022-07-01,15:09,Eat-in,Temaki,Eel Cucumber,3.91,3,11.73,Excellent,Sunny,Debit Card
1974,Benjamin,Garcia,Female,Burnley,2023-05-21,15:52,Takeaway,Ramen,Curry Ramen,8.88,3,26.64,Good,Sunny,Mobile Payment
1975,Sophia,Thomas,Female,Lancaster,2020-06-07,14:22,Eat-in,Temaki,California Roll,6.77,4,27.08,Excellent,Windy,Debit Card
1976,Mia,Jackson,Female,Oldham,2024-01-10,15:50,Eat-in,Ramen,Vegetable Ramen,7.99,3,23.97,Excellent,Sunny,Debit Card
1977,Amelia,Martin,Male,Oldham,2023-05-04,12:30,Takeaway,Street food,Onigiri,1.74,5,8.7,Excellent,Windy,Credit Card
1978,Elijah,Davis,Female,Bolton,2022-01-10,18:17,Eat-in,Maki,Spicy Tuna Roll,4.22,2,8.44,Excellent,Windy,Debit Card
1979,Ava,Garcia,Female,Salford,2022-09-15,17:28,Eat-in,Ramen,Beef Ramen,11.35,2,22.7,Good,Sunny,Credit Card
1980,Alexander,Martinez,Male,Bury,2022-08-14,11:35,Eat-in,Sashimi,Tuna Sashimi,3.52,1,3.52,Excellent,Rainy,Credit Card
1981,Emma,Brown,Female,Rochdale,2022-07-05,14:15,Eat-in,Street food,Korokke,2.62,5,13.1,Good,Sunny,Credit Card
1982,Emma,Brown,Female,Burnley,2021-05-27,16:20,Eat-in,Nigiri,Tuna,4.62,4,18.48,Excellent,Windy,Cash
1983,Jack,Wilson,Female,Bury,2023-06-15,15:37,Eat-in,Maki,Uramaki,4.48,5,22.4,Excellent,Sunny,Mobile Payment
1984,Emma,Lopez,Female,Manchester,2021-11-13,13:45,Eat-in,Temaki,Spicy Tuna,5.06,3,15.18,Good,Sunny,Debit Card
1985,Mia,Lopez,Female,Manchester,2024-03-26,17:29,Takeaway,Street food,Korokke,3.25,1,3.25,Excellent,Sunny,Debit Card
1986,Henry,Garcia,Female,Bolton,2022-12-10,14:03,Takeaway,Nigiri,Scallop,4.66,4,18.64,Good,Windy,Debit Card
1987,Elijah,Miller,Female,Rochdale,2021-01-07,16:23,Eat-in,Sashimi,Salmon Sashimi,6.75,2,13.5,Good,Sunny,Mobile Payment
1988,Emma,Garcia,Female,Bury,2021-11-27,16:01,Eat-in,Nigiri,Salmon,4.87,5,24.35,Poor,Sunny,Debit Card
1989,Mia,Gonzalez,Female,Bolton,2023-01-23,11:59,Takeaway,Street food,Miso Soup,1.81,2,3.62,Poor,Sunny,Credit Card
1990,Ava,Jackson,Male,Preston,2024-02-07,16:47,Takeaway,Sashimi,Salmon Sashimi,5.01,3,15.03,Excellent,Sunny,Debit Card
1991,Henry,Anderson,Female,Oldham,2022-07-03,13:15,Eat-in,Sashimi,Tuna Sashimi,3.47,1,3.47,Good,Windy,Debit Card
1992,Charlotte,Moore,Female,Burnley,2020-05-19,16:35,Eat-in,Street food,Okonomiyaki,3.61,5,18.05,Excellent,Sunny,Cash
1993,James,Anderson,Female,Bolton,2021-02-27,15:43,Eat-in,Street food,Takoyaki,2.04,2,4.08,Excellent,Sunny,Credit Card
1994,Charlotte,Brown,Female,Blackpool,2021-07-29,16:25,Eat-in,Maki,Cucumber Roll,5.35,1,5.35,Poor,Sunny,Debit Card
1995,Charlotte,Jackson,Male,Preston,2023-09-26,16:18,Eat-in,Nigiri,Tuna,4.89,2,9.78,Excellent,Rainy,Credit Card
1996,Harper,Martin,Female,Lancaster,2024-02-09,17:30,Takeaway,Maki,Hoso Maki,5.36,4,21.44,Excellent,Windy,Credit Card
1997,Elijah,Jones,Female,Bury,2023-04-04,14:53,Eat-in,Temaki,Tuna Avocado,5.02,1,5.02,Excellent,Rainy,Debit Card
1998,Olivia,Lopez,Female,Oldham,2024-01-31,13:54,Eat-in,Temaki,Spicy Salmon,3.82,4,15.28,Excellent,Sunny,Cash
1999,Henry,Lee,Female,Salford,2024-07-13,15:15,Takeaway,Sashimi,Smelt Roe,3.99,4,15.96,Excellent,Sunny,Debit Card
2000,Jack,Moore,Male,Lancaster,2023-02-09,15:35,Eat-in,Sashimi,Salmon Sashimi,4.19,1,4.19,Good,Sunny,Debit Card
2001,Lucas,Hernandez,Female,Rochdale,2023-09-07,15:41,Eat-in,Temaki,Salmon Avocado,5.93,5,29.65,Excellent,Sunny,Debit Card
2002,Jack,Jackson,Male,Blackpool,2023-09-11,15:22,Eat-in,Nigiri,Salmon,5.08,5,25.4,Poor,Windy,Mobile Payment
2003,Evelyn,Moore,Male,Burnley,2022-09-18,17:35,Eat-in,Sashimi,Octopus,5.25,2,10.5,Excellent,Sunny,Cash
2004,Harper,Davis,Female,Oldham,2022-05-14,14:51,Eat-in,Temaki,Vegetable,6.77,3,20.31,Excellent,Sunny,Debit Card
2005,Sophia,Johnson,Female,Preston,2022-06-29,13:28,Eat-in,Nigiri,Tuna,3.43,3,10.29,Excellent,Sunny,Debit Card
2006,Harper,Martinez,Male,Bolton,2022-09-04,15:45,Eat-in,Temaki,Spicy Salmon,3.29,5,16.45,Excellent,Sunny,Credit Card
2007,Emma,Miller,Male,Preston,2020-10-06,14:47,Eat-in,Maki,Futomaki,5.34,3,16.02,Excellent,Sunny,Credit Card
2008,James,Moore,Male,Bury,2022-05-30,16:49,Takeaway,Sashimi,Yellowtail Sashimi,3.36,3,10.08,Good,Sunny,Debit Card
2009,Harper,Lopez,Female,Bolton,2023-06-22,14:27,Eat-in,Sashimi,Smelt Roe,6.4,1,6.4,Good,Sunny,Mobile Payment
2010,Sophia,Taylor,Female,Burnley,2024-07-26,15:58,Eat-in,Sashimi,Sea Urchin Sashimi,5.61,4,22.44,Good,Rainy,Credit Card
2011,Mason,Davis,Female,Manchester,2023-01-31,15:53,Eat-in,Temaki,Spicy Tuna,6.16,2,12.32,Excellent,Windy,Debit Card
2012,Ava,Anderson,Female,Bolton,2020-02-03,13:51,Eat-in,Maki,Tempura Roll,5.51,1,5.51,Excellent,Rainy,Debit Card
2013,Ethan,Martinez,Female,Oldham,2023-01-01,15:11,Takeaway,Street food,Edamame,3.81,3,11.43,Good,Sunny,Debit Card
2014,Henry,Gonzalez,Female,Salford,2023-07-19,14:08,Takeaway,Ramen,Chicken Ramen,8.86,3,26.58,Good,Sunny,Credit Card
2015,Mason,Smith,Male,Preston,2022-12-29,18:59,Eat-in,Nigiri,Octopus,3.79,3,11.37,Excellent,Sunny,Debit Card
2016,Jack,Martin,Female,Bolton,2023-07-23,13:14,Takeaway,Temaki,California Roll,5.93,5,29.65,Excellent,Sunny,Mobile Payment
